Date,Content Type,Sent by,Post,Impressions,Organic Impressions,Viral Impressions,Non-viral Impressions,Fan Impressions,Fan Organic Impressions,Non-fan Impressions,Non-fan Organic Impressions,Reach,Organic Reach,Viral Reach,Non-viral Reach,Fan Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Click-Through Rate,Other Post Clicks,Post Clicks (All),Post Photo View Clicks,Answers,Negative Feedback,Engaged Users,Engaged Fans,Users Talking About This,Unique Reactions,Unique Comments,Unique Shares,Unique Answers,Unique Post Clicks,Unique Post Photo View Clicks,Unique Other Post Clicks,Unique Negative Feedback
2017-09-30 12:09:00,Photo,Other,Be one of the first 6 to predict the final score correctly and win free airtime as Chelsea host Man City at the battle of the bridge.,82932.0,55147.0,27785.0,55147.0,55244.0,55244.0,27688.0,-97.0,50072.0,35931.0,13909.0,35931.0,35164.0,5.14,8.52,4266.0,767.0,759.0,5.0,3.0,0.0,0.0,0.0,900.0,96.0,0.0,2502.0,2503.0,878.0,0.0,0.0,2237.0,1852.0,1396.0,749.0,804.0,78.0,0.0,1652.0,612.0,1351.0,0.0
2023-01-26 20:58:00,Text,Other,Reminder: Don’t forget to deposit your old Naira notes at any of our branches. You have five days to go! What are you waiting for?,50113.0,50113.0,6727.0,43386.0,41559.0,41559.0,8554.0,8554.0,49103.0,49103.0,6623.0,42793.0,40940.0,12.1,12.35,6065.0,850.0,774.0,5.0,62.0,5.0,0.0,4.0,286.0,30.0,0.0,4899.0,4899.0,0.0,0.0,1.0,3783.0,3423.0,1036.0,850.0,203.0,29.0,0.0,3178.0,0.0,3178.0,1.0
2020-05-16 17:00:00,Photo,Other,Tell us what transactions you can carry out with your @easewallet?,51110.0,51110.0,1947.0,49163.0,48742.0,48742.0,2368.0,2368.0,48919.0,48919.0,1830.0,46820.0,46382.0,2.67,2.79,1367.0,372.0,366.0,6.0,0.0,0.0,0.0,0.0,201.0,6.0,0.0,788.0,788.0,208.0,0.0,5.0,971.0,890.0,453.0,361.0,105.0,6.0,0.0,638.0,208.0,485.0,4.0
2021-12-07 12:00:00,Photo,Other,"If you were born in June, ‘cut soap for us oh’! 😄 
 #ITCANBE",49359.0,49359.0,3358.0,46001.0,44652.0,44652.0,4707.0,4707.0,48046.0,48046.0,3428.0,45196.0,43724.0,8.09,8.31,3994.0,558.0,447.0,32.0,63.0,12.0,1.0,3.0,795.0,12.0,0.0,2629.0,2629.0,128.0,0.0,1.0,2507.0,2322.0,1138.0,546.0,751.0,11.0,0.0,2149.0,124.0,2104.0,1.0
2019-06-01 21:00:00,Photo,Other,The FGN Bond is a risk-free investment vehicle just for you! You can subscribe with as little as N5000. Speak to our consultants now on 01 422 0004 or send an email to stockbroking@stanbicibtc.com to get started.,61347.0,61347.0,6979.0,54368.0,54613.0,54613.0,6734.0,6734.0,47621.0,47621.0,5190.0,43043.0,43142.0,2.49,3.21,1530.0,275.0,265.0,9.0,0.0,1.0,0.0,0.0,165.0,34.0,0.0,1056.0,1056.0,252.0,0.0,3.0,1063.0,953.0,373.0,264.0,110.0,31.0,0.0,832.0,247.0,685.0,3.0
2021-06-16 19:00:00,Photo,Other,"What would it be for you? 5k daily or 5 billion at once?
#MoneyTalks",45598.0,45598.0,7905.0,37693.0,36716.0,36716.0,8882.0,8882.0,45598.0,45598.0,7928.0,38669.0,37757.0,7.21,7.21,3286.0,238.0,225.0,10.0,2.0,1.0,0.0,0.0,307.0,1.0,0.0,2740.0,2740.0,59.0,0.0,3.0,2170.0,1835.0,443.0,238.0,258.0,1.0,0.0,2030.0,59.0,2006.0,3.0
2022-12-29 12:51:00,Text,Other,"If you are to attend a youth fair in 2023, who would you like to see as a speaker? 

#SomethingBigIsComing
#ITCANBE",46120.0,46120.0,25433.0,20687.0,18849.0,18849.0,27271.0,27271.0,45529.0,45529.0,24100.0,20095.0,18482.0,13.73,13.91,6331.0,337.0,290.0,46.0,0.0,0.0,0.0,1.0,745.0,5.0,0.0,5244.0,5244.0,0.0,0.0,3.0,3340.0,878.0,857.0,326.0,609.0,5.0,0.0,2917.0,0.0,2917.0,3.0
2021-10-02 16:54:00,Photo,Blessing Ubah,"Satisfy your tastebuds this week with finger-licking goodness!. 😉 
Walk into any Chocolate Royal store today and get a 10% discount when you present your Stanbic IBTC e-loyalty card to make a purchase.
Visit www.chocolatroyal.com to view the products available.
#ITCANBE",45222.0,45222.0,3.0,45219.0,3898.0,3898.0,41324.0,41324.0,45132.0,45132.0,3.0,45132.0,3873.0,0.3,0.3,135.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,96.0,96.0,13.0,0.0,2.0,115.0,29.0,38.0,37.0,1.0,0.0,0.0,77.0,13.0,75.0,2.0
2019-02-22 10:00:00,Photo,Other,There are some movies we never get tired of seeing.,58433.0,58433.0,8130.0,50303.0,50955.0,50955.0,7478.0,7478.0,45104.0,45104.0,5950.0,38592.0,38760.0,3.98,5.16,2327.0,295.0,292.0,1.0,0.0,2.0,0.0,0.0,313.0,22.0,0.0,1697.0,1697.0,407.0,0.0,7.0,1641.0,1487.0,565.0,295.0,276.0,19.0,0.0,1378.0,340.0,1173.0,7.0
2017-10-14 10:00:00,Photo,Other,The first 3 correct predictions of the final score win free airtime.,74965.0,74965.0,25998.0,48967.0,48989.0,48989.0,25976.0,25976.0,44872.0,44872.0,12016.0,33402.0,32444.0,4.48,7.48,3356.0,572.0,564.0,6.0,1.0,1.0,0.0,0.0,667.0,66.0,0.0,2051.0,2051.0,775.0,0.0,3.0,1718.0,1378.0,1016.0,561.0,579.0,59.0,0.0,1260.0,526.0,969.0,3.0
2020-05-22 13:00:00,Photo,Other,"Households, Microenterprises and SMEs! Take advantage of the N50 Billion Targeted Credit Facility offered by the Central Bank of Nigeria (CBN) to mitigate the effects of COVID-19. To know more, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com",47187.0,47187.0,3462.0,43725.0,43257.0,43257.0,3930.0,3930.0,44509.0,44509.0,3350.0,41482.0,40986.0,4.97,5.27,2345.0,312.0,305.0,6.0,0.0,1.0,0.0,0.0,339.0,25.0,0.0,1669.0,1669.0,565.0,0.0,3.0,1533.0,1386.0,470.0,312.0,158.0,23.0,0.0,1242.0,538.0,910.0,3.0
2018-03-15 10:00:00,Photo,Other,Do you know the name and what this local snack is made from?,65292.0,65292.0,34213.0,31079.0,34894.0,34894.0,30398.0,30398.0,44018.0,44018.0,22110.0,23099.0,24815.0,8.26,12.25,5393.0,758.0,738.0,12.0,6.0,2.0,0.0,0.0,470.0,117.0,0.0,4048.0,4048.0,778.0,0.0,13.0,3867.0,2552.0,1145.0,746.0,418.0,98.0,0.0,3386.0,714.0,2984.0,12.0
2019-06-29 17:00:00,Photo,Other,"No matter your income level, you too can invest in the FGN Bonds for a secure future. Call 01 422 0004 or send an email to stockbroking@stanbicibtc.com to get started with as little as N5000.",55330.0,55330.0,4182.0,51148.0,51105.0,51105.0,4225.0,4225.0,43673.0,43673.0,3201.0,41164.0,40675.0,2.15,2.72,1187.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,72.0,25.0,0.0,843.0,843.0,131.0,0.0,2.0,910.0,849.0,295.0,247.0,38.0,25.0,0.0,679.0,132.0,565.0,2.0
2019-06-19 21:00:00,Photo,Other,Are you looking for a long-term investment opportunity with good returns that you can start with just N5K? Our Mutual Funds fits the description! Call 01-2801266 or send an email to assetmanagement@stanbicibtc.com to get started.,55402.0,55402.0,6951.0,48451.0,48864.0,48864.0,6538.0,6538.0,43592.0,43592.0,5277.0,38842.0,38883.0,2.77,3.52,1534.0,312.0,301.0,8.0,2.0,1.0,0.0,0.0,158.0,29.0,0.0,1035.0,1035.0,306.0,0.0,2.0,1107.0,958.0,408.0,299.0,114.0,28.0,0.0,840.0,303.0,628.0,2.0
2023-02-14 15:02:00,Photo,Damilare Oyekanmi,"Take your ‘bae’ to see the world with peace of mind when you leverage the Stanbic IBTC Motor Insurance Policy. ​​
Visit https://bit.ly/3YovJwW to get started.​​

#GoForLife​ ​
#ITCANBE",41885.0,41885.0,34.0,41851.0,4607.0,4607.0,37278.0,37278.0,41885.0,41885.0,33.0,42464.0,4514.0,1.02,1.02,428.0,124.0,122.0,2.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,284.0,286.0,31.0,0.0,3.0,337.0,62.0,135.0,122.0,9.0,6.0,0.0,219.0,29.0,210.0,3.0
2019-08-06 12:17:00,Photo,Aramide Salami,"Make the most of today. Invest in the FGN Bonds with us - starting from N5000. For more, please email Stockbroking@stanbicibtc.com or call 01 422 0004.",52331.0,52331.0,6902.0,45429.0,45889.0,45889.0,6442.0,6442.0,41639.0,41639.0,5154.0,37032.0,36815.0,2.45,3.08,1282.0,249.0,243.0,5.0,0.0,1.0,0.0,0.0,139.0,36.0,0.0,858.0,858.0,235.0,0.0,4.0,878.0,791.0,331.0,242.0,87.0,30.0,0.0,679.0,230.0,529.0,4.0
2017-12-21 10:01:00,Photo,Other,"Trivia
What word do you get when you rearrange the word “SHELF”?",60548.0,60548.0,4936.0,55612.0,55255.0,55255.0,5293.0,5293.0,41465.0,41465.0,3131.0,38368.0,38210.0,5.37,7.85,3254.0,349.0,341.0,2.0,2.0,4.0,0.0,0.0,341.0,10.0,0.0,2554.0,2554.0,566.0,0.0,1.0,2172.0,2033.0,580.0,338.0,271.0,9.0,0.0,1910.0,456.0,1688.0,1.0
2021-08-03 12:00:00,Text,Other,"What can you do with zero naira?
A. Sleep
B. Open a stockbroking account",41438.0,41438.0,2091.0,39347.0,38468.0,38468.0,2970.0,2970.0,41369.0,41369.0,2052.0,39007.0,38219.0,6.46,6.47,2675.0,245.0,240.0,3.0,1.0,1.0,0.0,0.0,230.0,2.0,0.0,2198.0,2198.0,0.0,0.0,4.0,1514.0,1412.0,371.0,245.0,153.0,1.0,0.0,1330.0,0.0,1330.0,4.0
2019-07-20 10:00:00,Photo,Other,"With as little as N5000, you can reach your money goals for the rest of the year. Call 01 280 1266  to get started. #NeverStopInvesting",52059.0,52059.0,9917.0,42142.0,43060.0,43060.0,8999.0,8999.0,41043.0,41043.0,7033.0,34124.0,34654.0,2.1,2.66,1091.0,246.0,239.0,6.0,0.0,1.0,0.0,0.0,96.0,53.0,0.0,696.0,696.0,188.0,0.0,3.0,747.0,634.0,303.0,233.0,61.0,48.0,0.0,548.0,186.0,429.0,3.0
2022-01-11 19:41:00,Photo,Other,"Well done Super Eagles, keep soaring. 
#GoForIt 
#ITCANBE 
#AFCON2021",42607.0,42607.0,1408.0,41199.0,35888.0,35888.0,6719.0,6719.0,40790.0,40790.0,1358.0,39897.0,37067.0,7.49,7.82,3190.0,613.0,583.0,29.0,1.0,0.0,0.0,0.0,30.0,10.0,0.0,2537.0,2537.0,484.0,0.0,1.0,2689.0,2528.0,617.0,605.0,25.0,10.0,0.0,2199.0,475.0,1753.0,1.0
2021-11-23 15:00:00,Photo,Other,"If you could choose, which one would you pick? 
Tell us in the comment section.
#ITCANBE",40742.0,40742.0,1892.0,38850.0,37828.0,37828.0,2914.0,2914.0,40742.0,40742.0,1867.0,38871.0,37927.0,8.29,8.29,3376.0,192.0,185.0,4.0,3.0,0.0,0.0,0.0,413.0,6.0,0.0,2765.0,2765.0,75.0,0.0,2.0,2487.0,2335.0,530.0,191.0,400.0,6.0,0.0,2357.0,74.0,2335.0,2.0
2017-12-04 11:00:00,Photo,Other,Imagine a gift that keeps on giving – even beyond the season!,63696.0,63696.0,15036.0,48660.0,50927.0,50927.0,12769.0,12769.0,40271.0,40271.0,8698.0,32254.0,33642.0,4.26,6.74,2715.0,589.0,579.0,9.0,1.0,0.0,0.0,0.0,455.0,51.0,0.0,1619.0,1620.0,500.0,0.0,7.0,1556.0,1347.0,789.0,557.0,314.0,41.0,0.0,1168.0,397.0,846.0,6.0
2023-01-30 18:57:00,Photo,Other,"The new Naira banknotes in circulation have several security features for ease of recognition which can be easily seen and touched.
Please deposit your old N200, N500 and N1000 naira notes at any Stanbic IBTC branch near you.
Image Source - Central Bank of Nigeria
 
#ITCANBE",42148.0,42148.0,11184.0,30964.0,29943.0,29943.0,12205.0,12205.0,39938.0,39938.0,10167.0,30462.0,29241.0,6.62,6.98,2789.0,469.0,459.0,7.0,0.0,1.0,1.0,1.0,57.0,57.0,0.0,2204.0,2206.0,412.0,0.0,0.0,2181.0,1737.0,516.0,457.0,41.0,35.0,0.0,1828.0,408.0,1476.0,0.0
2023-01-30 18:57:00,Photo,Other,,41841.0,41841.0,11024.0,30817.0,29863.0,29863.0,11978.0,11978.0,39528.0,39528.0,10032.0,30209.0,29146.0,6.57,6.95,2749.0,457.0,447.0,7.0,0.0,1.0,1.0,1.0,56.0,57.0,0.0,2177.0,2179.0,411.0,0.0,0.0,2141.0,1718.0,503.0,446.0,39.0,35.0,0.0,1806.0,407.0,1458.0,0.0
2023-01-30 18:57:00,Photo,Other,,41841.0,41841.0,11024.0,30817.0,29863.0,29863.0,11978.0,11978.0,39528.0,39528.0,10032.0,30209.0,29146.0,6.57,6.95,2749.0,457.0,447.0,7.0,0.0,1.0,1.0,1.0,56.0,57.0,0.0,2177.0,2179.0,411.0,0.0,0.0,2141.0,1718.0,503.0,446.0,39.0,35.0,0.0,1806.0,407.0,1458.0,0.0
2018-12-24 14:34:00,Photo,Other,Invest in the FGN bonds with as little as N5000 and watch your money grow. Call us on 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,49784.0,49784.0,10467.0,39317.0,40279.0,40279.0,9505.0,9505.0,38626.0,38626.0,7673.0,31617.0,32239.0,4.81,6.2,2393.0,307.0,302.0,5.0,0.0,0.0,0.0,0.0,488.0,38.0,0.0,1560.0,1560.0,499.0,0.0,2.0,1240.0,1016.0,530.0,307.0,235.0,34.0,0.0,980.0,375.0,822.0,2.0
2020-10-24 22:03:00,Photo,Other,"We understand the pain you may be experiencing as a result of the losses during this time. We are here to help however we can, let us know how we can support you by filling the form in the link - https://standardbank.eu.qualtrics.com/jfe/form/SV_8dhBv3NEGQIJJZz",39320.0,39320.0,8053.0,31267.0,30591.0,30591.0,8729.0,8729.0,37485.0,37485.0,7657.0,30903.0,30194.0,7.06,7.41,2777.0,255.0,251.0,3.0,0.0,0.0,0.0,1.0,337.0,34.0,0.62,1909.0,2151.0,329.0,0.0,3.0,1448.0,1141.0,419.0,255.0,148.0,34.0,0.0,1196.0,314.0,864.0,3.0
2019-02-02 09:57:00,Photo,Other,"It's our 30th anniversary today. We would like to say thank you for taking this journey with us. Here’s to many more years of #MovingForward, together.",50368.0,50368.0,21227.0,29141.0,31629.0,31629.0,18739.0,18739.0,37139.0,37139.0,14366.0,23401.0,24238.0,4.21,5.71,2120.0,983.0,933.0,43.0,3.0,4.0,0.0,0.0,172.0,115.0,0.0,850.0,850.0,350.0,0.0,0.0,1537.0,1088.0,1071.0,967.0,145.0,105.0,0.0,707.0,334.0,443.0,0.0
2021-08-30 13:46:00,Photo,Other,"Congratulations on winning the *909# giveaway.

You have won airtime from us. Kindly send us a DM with your contact details (name, email and phone number) to claim your reward.",36994.0,36994.0,1844.0,35150.0,34311.0,34311.0,2683.0,2683.0,36994.0,36994.0,1801.0,35301.0,34389.0,5.97,5.97,2207.0,201.0,195.0,6.0,0.0,0.0,0.0,0.0,154.0,3.0,0.0,1849.0,1849.0,47.0,0.0,1.0,1024.0,940.0,281.0,197.0,98.0,2.0,0.0,867.0,40.0,867.0,1.0
2019-05-23 10:11:00,Photo,Other,"#NaijaLife
What was the last item you bought with the 50 kobo coin?",46318.0,46318.0,5240.0,41078.0,41281.0,41281.0,5037.0,5037.0,36937.0,36937.0,3714.0,33462.0,33383.0,2.49,3.12,1153.0,306.0,286.0,5.0,6.0,6.0,3.0,0.0,117.0,28.0,0.0,702.0,702.0,151.0,0.0,2.0,928.0,838.0,401.0,299.0,100.0,27.0,0.0,649.0,150.0,522.0,2.0
2022-03-02 14:09:00,Text,Other,"We have flexible, non-collateral loan products for SMEs to take advantage of:
👉🏽SME EZCash - You can get it within three minutes
👉🏽SME Lite Loan- You can get it within 24 hours. 

#StanbicIBTCAfricaNXT 
#AfricaNXT2022
#ITCANBE",37219.0,37219.0,655.0,36564.0,35586.0,35586.0,1633.0,1633.0,36583.0,36583.0,630.0,36140.0,35110.0,6.87,6.99,2556.0,170.0,166.0,2.0,0.0,1.0,0.0,1.0,589.0,3.0,0.0,1794.0,1794.0,0.0,0.0,2.0,1129.0,1051.0,357.0,169.0,216.0,3.0,0.0,987.0,0.0,987.0,2.0
2021-08-10 19:00:00,Text,Other,"How much does it cost to open a stockbroking account?
A. N100,000
B. N0",36577.0,36577.0,2560.0,34017.0,33215.0,33215.0,3362.0,3362.0,36577.0,36577.0,2601.0,34108.0,33296.0,9.04,9.04,3308.0,185.0,182.0,2.0,0.0,1.0,0.0,0.0,288.0,1.0,0.0,2834.0,2834.0,0.0,0.0,6.0,1941.0,1789.0,335.0,185.0,177.0,1.0,0.0,1813.0,0.0,1813.0,6.0
