Date,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views,Has Link
2023-07-07 20:07:00,Video,Sophia Amuka,"Water is life. It is this understanding that propelled us to install three solar-powered boreholes, benefitting over 12,000 students at Charanchi Primary School, Goron Dutse Special Primary/Secondary School, and Kofir Naisa Special Primary School in Kano state, Nigeria.
#ITCANBE https://t.co/KdGlP7wusP",967.0,345765.0,2.28,22.0,8.0,8.0,1.0,1.0,0.0,0.0,12.0,12.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,69.0,0
2023-07-07 19:42:00,Photo,Sophia Amuka,"Experience the ease and simplicity of transferring funds this weekend.

#ITCANBE https://t.co/WHCerRdjsl",967.0,345766.0,1.55,15.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0
2023-07-07 15:59:00,Video,Damilare Oyekanmi,"How do you pursue happiness? Your Stanbic IBTC Mutual Funds investments can bring you great financial gains. Listen to the latest episode of our enlightening series, 'Chemistry of Wealth' at https://t.co/4vCihs0phS to find out how.

#ITCANBE
#InvestForMore https://t.co/BolrU1Nxc6",1206.0,360360.0,46.85,565.0,468.0,468.0,28.0,46.0,0.17,2.0,21.0,23.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,72.0,1
2023-07-07 12:07:00,Photo,Sophia Amuka,"Invest in their happiness and watch as their future blossom with every contribution you make. ​
Visit https://t.co/GBahfCdARH or send an email to SITLAgency@stanbicibtc.com today to get started.​

#ITCANBE https://t.co/6HdYH9jN1F",922.0,345960.0,2.06,19.0,5.0,5.0,1.0,2.0,0.33,3.0,8.0,11.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,1
2023-07-06 19:39:00,Video,Kemi Amoo,"Here is your one-stop guide on how to navigate the app and reset your password whenever you need to.
Download the Stanbic IBTC Mobile App now to begin.
#Invest
#TrustedBroker
#ITCANBE https://t.co/r41yhexn63",1249.0,345750.0,3.12,39.0,7.0,7.0,6.0,1.0,0.08,1.0,24.0,25.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,89.0,1
2023-07-06 18:35:00,Photo,Kemi Amoo,"Which song(s) evoke feelings of happiness and warm nostalgia for you when you think of Pallito?
#ITCANBE
#ThrowbackThursday https://t.co/rjOoUVdHLV",4604.0,346855.0,2.48,114.0,27.0,27.0,15.0,5.0,0.0,0.0,67.0,67.0,57.0,0.0,4.0,6.0,0.0,0.0,0.0,57.0,0
2023-07-06 17:16:00,Photo,Blessing Ubah,"Are you uncertain about the approach to take regarding your japa plans or how you can access your money while ‘in the abroad’? 
Make it a date with our experts on Twitter Spaces, and let's have a conversation about this.
Visit https://t.co/3LOVijaPUd to join.
#ITCANBE https://t.co/ee8Lf8AFrY",1080.0,347009.0,4.35,47.0,5.0,5.0,5.0,2.0,1.39,15.0,20.0,35.0,9.0,1.0,8.0,2.0,0.0,0.0,0.0,9.0,1
2023-07-06 15:10:00,Photo,Kemi Amoo,"Are you in Enugu or Port Harcourt? ​
Join us at the business masterclass, where business ideas are ignited and manifested.​
#ITCANBE https://t.co/DfwCyEJsZJ",1613.0,347056.0,2.79,45.0,12.0,12.0,5.0,2.0,0.0,0.0,26.0,26.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,22.0,0
2023-07-06 14:30:00,Photo,Kemi Amoo,"It was an unforgettable event filled with sights that left us in awe!
#LATTES
#ITCANBE https://t.co/OaVyjZ6uyz",1089.0,347488.0,2.48,27.0,6.0,6.0,1.0,3.0,0.0,0.0,17.0,17.0,10.0,1.0,5.0,1.0,0.0,0.0,0.0,10.0,0
2023-07-06 12:20:00,Video,Blessing Ubah,"Stanbic IBTC PMI slightly dipped to 53.2 in June signalling a solid monthly improvement in the health of the private sector.

Here are the highlights.
#StanbicIBTCPMI
#ITCANBE https://t.co/6ebLyEdYOt",1023.0,345741.0,1.86,19.0,3.0,3.0,5.0,1.0,0.0,0.0,10.0,10.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,81.0,0
2023-07-05 21:50:00,Video,Other,"Your investment shouldn’t only be in Naira. It can be in Dollars too. Send an email to CallMe@stanbicibtc.com to get started. #WealthWednesday 
#ITCANBE https://t.co/vTsw5LbNPd",1474.0,345624.0,2.31,34.0,4.0,4.0,7.0,0.0,0.0,0.0,23.0,23.0,10.0,0.0,9.0,4.0,0.0,0.0,1.0,118.0,0
2023-07-05 16:17:00,Video,Kemi Amoo,"Your investment shouldn’t only be in Naira. It can be in Dollars too. Visit https://t.co/tRoK2vpzaZ to get started.
#WealthWednesday
#ITCANBE https://t.co/XNrFe49uPh",675.0,347089.0,2.67,18.0,3.0,3.0,1.0,2.0,0.44,3.0,9.0,12.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,1
2023-07-05 11:04:00,Link,Other,Ladies At The Table Series (LATTES) 3.0 https://t.co/aC7xDyPgCk,1606.0,347133.0,4.23,68.0,8.0,8.0,4.0,3.0,1.99,32.0,20.0,52.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,1
2023-07-04 18:04:00,Photo,Sophia Amuka,"Start your journey to wealth with FGN Bonds!
Hurry now and invest in the July offer.
To get started, email CallMe@stanbicibtc.com or visit https://t.co/LVgneO9MDe

#Invest
#ITCANBE https://t.co/VBe7UFChl2",1739.0,345709.0,3.91,68.0,7.0,7.0,10.0,1.0,0.75,13.0,37.0,50.0,22.0,0.0,10.0,5.0,0.0,0.0,0.0,22.0,1
2023-07-04 12:00:00,Photo,Sophia Amuka,"#MoneyManagement Tip 4:
Have self-control. Don't spend money you don't have.
#ITCANBE https://t.co/FJEYAI25BF",1282.0,345679.0,1.48,19.0,7.0,7.0,4.0,1.0,0.0,0.0,7.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0
2023-07-04 11:39:00,Photo,Other,"Tomorrow is D-DAY.​
Prepare to be immersed in a world of inspiration, knowledge, and limitless possibilities. It's your chance to meet our incredible speakers, receive vital insights, and ignite your personal and professional growth. ​
Click https://t.co/8OmzK4OUxb to download… https://t.co/1WVyiWWESv",1104.0,346995.0,2.72,30.0,3.0,3.0,3.0,2.0,1.0,11.0,11.0,22.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,1
2023-07-04 09:57:00,Photo,Other,"Driving growth beyond borders is what we do.
A selection of our clients were at the third biennial China-Africa Economic and Trade Expo (CAETE) through our parent group, Standard Bank, to exhibit their produce such as Soy Beans, Sorghum, Millet, Cashew nuts and Sesame Seeds. The… https://t.co/Cky2sz3Aac",1224.0,347006.0,3.19,39.0,5.0,5.0,5.0,2.0,0.0,0.0,27.0,27.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0
2023-07-04 09:00:00,Photo,Sophia Amuka,"Diversify your portfolio with Stanbic IBTC Money Market Fund. Visit https://t.co/IviMUaPRMD today to get started.​
#Invest​​
#MutualFunds​​
#ITCANBE https://t.co/UUMl0Uun2A",1217.0,345686.0,2.79,34.0,6.0,6.0,5.0,1.0,0.82,10.0,12.0,22.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,1
2023-07-03 19:58:00,Photo,Other,"Are you ready to take charge, embrace your real potential, and leave a lasting impression? Look no further! ​
Join us at the Ladies At The Table Empowerment Series (LATTES) 3.0. https://t.co/OrnDIvZRek",2029.0,347139.0,2.37,48.0,12.0,12.0,7.0,3.0,0.0,0.0,26.0,26.0,18.0,0.0,5.0,3.0,0.0,0.0,0.0,18.0,0
2023-07-03 15:15:00,Photo,Sophia Amuka,"#MoneyManagement Tip 3:
Save for your future today. Even a small amount can make a big difference.
#ITCANBE https://t.co/XfdG2XmfDr",1820.0,345700.0,1.65,30.0,4.0,4.0,10.0,3.0,0.0,0.0,13.0,13.0,8.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,0
2023-07-03 12:54:00,Photo,Blessing Ubah,"Ready to take your business to a whole new level? ​
Join us at the business masterclass and discover top achievers' strategies to dominate their industries.​
#ITCANBE https://t.co/JveOVVa2w0",1313.0,347768.0,2.36,31.0,4.0,4.0,2.0,3.0,0.0,0.0,22.0,22.0,18.0,0.0,1.0,3.0,0.0,0.0,0.0,18.0,0
2023-07-03 12:16:00,Photo,Sophia Amuka,"If you have any additional questions or concerns about Will writing, feel free to reach out to us at SITLAgency@stanbicibtc.com. 
#ITCANBE https://t.co/GSVkVQYPLl",1436.0,345880.0,2.51,36.0,7.0,7.0,4.0,3.0,0.0,0.0,22.0,22.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0
2023-07-03 08:00:00,Photo,Sophia Amuka,"Take charge and become the inspiration that sparks someone's journey this week! 💪 
#PowerUpMonday
#ITCANBE https://t.co/dYOKCwHVM8",2688.0,345610.0,1.82,49.0,9.0,9.0,18.0,1.0,0.0,0.0,21.0,21.0,8.0,2.0,4.0,7.0,0.0,0.0,0.0,8.0,0
2023-07-02 19:09:00,Photo,Sophia Amuka,"Are you ready?​
Join us in three days for an event that promises to be full of great insights and transforming encounters. ​
Catch us on YouTube Live and our other social media channels to experience the Ladies At The Table Empowerment Series 3.0.​

#LATTES​
#ITCANBE https://t.co/vjqtwk6Vxc",1863.0,345705.0,1.5,28.0,5.0,5.0,2.0,2.0,0.11,2.0,16.0,18.0,7.0,1.0,5.0,3.0,1.0,1.0,0.0,7.0,1
2023-07-02 17:55:00,Photo,Sophia Amuka,"#MoneyManagement Tip 2:
Budgeting is not about deprivation. It's about making sure your money is working for you.
#ITCANBE https://t.co/9YMmOdekVe",1940.0,345580.0,1.75,34.0,13.0,13.0,4.0,1.0,0.0,0.0,15.0,15.0,6.0,2.0,3.0,4.0,1.0,1.0,0.0,6.0,0
2023-07-02 12:17:00,Photo,Sophia Amuka,"Take the first step by opening a stockbroking account with Stanbic IBTC Stockbrokers. Send an email with StartWithZero@stanbicibtc.com to get started.
#Invest
#ITCANBE https://t.co/FJWBQkGybq",2408.0,351699.0,1.58,38.0,13.0,13.0,5.0,3.0,0.04,1.0,16.0,17.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,9.0,1
2023-07-01 16:48:00,Photo,Sophia Amuka,"#MoneyManagement Tip 1:
Want to take control of your finances? Start by tracking your spending.
#ITCANBE https://t.co/TuoyS7QYxQ",3561.0,345544.0,1.12,40.0,6.0,6.0,8.0,1.0,0.0,0.0,25.0,25.0,9.0,3.0,6.0,7.0,0.0,0.0,0.0,9.0,0
2023-07-01 12:10:00,Photo,Sophia Amuka,"Who doesn’t like transacting with convenience? Note these magic short codes for your use. 
#ITCANBE https://t.co/flN49YFcM5",2012.0,349285.0,4.37,88.0,10.0,10.0,7.0,2.0,0.0,0.0,69.0,69.0,64.0,0.0,5.0,0.0,0.0,0.0,0.0,64.0,0
2023-07-01 08:00:00,Video,Sophia Amuka,"Wishing you a wonderful start to #July! May this month be filled with positivity, growth, and new beginnings. Take a moment to set your goals and chase your dreams. 
#ITCANBE https://t.co/xnoBfywEyP",2805.0,347031.0,3.24,91.0,17.0,17.0,21.0,3.0,0.0,0.0,50.0,50.0,31.0,1.0,10.0,8.0,0.0,0.0,0.0,194.0,0
2023-06-30 20:00:00,Photo,Kemi Amoo,"Make it a date with us at the Ladies At The Table Empowerment Series 3.0 (LATTES). 
Don’t forget to tell a friend to follow the conversation on our social media channels.​

#LATTES
#ITCANBE https://t.co/kMdEGsWyRg",1377.0,347306.0,2.18,30.0,6.0,6.0,7.0,3.0,0.0,0.0,14.0,14.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0
2023-06-30 19:02:00,Video,Kemi Amoo,"Get ready to be inspired, enlightened, and motivated as we delve into another remarkable experience of growth and empowerment.
Join us on YouTube Live and our other social media channels to catch-up with the Ladies At The Table (LATTES) 3.0.
#LATTES
#ITCANBE https://t.co/4yPqpsSpbF",1457.0,345510.0,1.72,25.0,4.0,4.0,4.0,1.0,0.0,0.0,16.0,16.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,92.0,0
2023-06-30 17:10:00,Photo,Damilare Oyekanmi,"Keep your money in check even when you travel out.
Stay tuned for our Twitter Spaces conversation on Wednesday, 19 July 2023. Set a reminder here -https://t.co/iekyRsBHBP

#ITCANBE https://t.co/JDefZeJv27",1219.0,345759.0,4.68,57.0,11.0,11.0,7.0,2.0,2.54,31.0,6.0,37.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1
2023-06-30 15:55:00,Photo,Damilare Oyekanmi,"A secure future awaits you beyond retirement. Experience peace of mind and the freedom to live life on your terms. Start your incredible journey at https://t.co/EOxreJHbgH. 
#ITCANBE https://t.co/kwwDJkwket",1407.0,347730.0,2.91,41.0,8.0,8.0,11.0,4.0,0.5,7.0,11.0,18.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,1
2023-06-30 14:50:00,Photo,Kemi Amoo,"Make it a date with us at the Ladies At The Table Empowerment Series 3.0 (LATTES). 
Don’t forget to tell a friend to follow the conversation on our social media channels.​

#LATTES
#ITCANBE https://t.co/wRwk5kzMk1",1696.0,347305.0,2.36,40.0,8.0,8.0,5.0,3.0,0.0,0.0,24.0,24.0,16.0,0.0,7.0,1.0,0.0,0.0,0.0,16.0,0
2023-06-30 10:40:00,Video,Damilare Oyekanmi,"Don't let budget constraints hinder you from owning your dream phone. With Stanbic IBTC Device Financing, you can easily acquire a high-quality mobile phone. Discover more in our latest episode of the enlightening 'Chemistry of Wealth.' Listen now at https://t.co/4vCihs0phS https://t.co/yDcb6jI77B",1490.0,407736.0,13.09,195.0,125.0,125.0,15.0,17.0,0.34,5.0,33.0,38.0,19.0,0.0,10.0,4.0,0.0,0.0,0.0,108.0,1
2023-06-30 09:31:00,Photo,Damilare Oyekanmi,"Our E-trade platform and Stockbroking App gives our clients real-time market information and the ability to buy or sell shares with a single click. Visit https://t.co/YausPfl8vH to begin.
#GoForGrowth
#TrustedPartner
#ITCANBE https://t.co/3lKHsYZlCd",2112.0,346328.0,1.66,35.0,2.0,2.0,9.0,3.0,0.38,8.0,13.0,21.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,1
2023-06-30 08:24:00,Video,Other,"With one Corporate Social Initiative at a time, we believe we can create a world where women and girls feel empowered to conquer their dreams. 
#ITCANBE https://t.co/I6XJbaF0SR",1182.0,346808.0,1.52,18.0,5.0,5.0,5.0,2.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,0
2023-06-30 08:22:00,Photo,Other,"Safeguard the well-being of your team members and unlock a brighter future for your employees. Take the first step by reaching out to us at insure@stanbicibtc.com or call 01 270 6801.
#ITCANBE https://t.co/AM9U9Seyvm",1916.0,346055.0,1.83,35.0,10.0,10.0,9.0,3.0,0.05,1.0,12.0,13.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,1
2023-06-29 18:25:00,Photo,Damilare Oyekanmi,"Ladies! Mark the date on your calendar. The third edition of the Ladies At The Table Empowerment Series (LATTES) is here. 
Register now https://t.co/YKr7kMh3TC you don't want to miss it for anything!

#LATTES
#ITCANBE https://t.co/GuGgMYsZpY",633.0,350106.0,0.95,6.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
2023-06-29 15:33:00,Video,Damilare Oyekanmi,"Everyone needs a support system to thrive, and the Blue Blossom Community offers just that!
Click https://t.co/NaTOTTAQwd to join today.
#GoBloom
#ITCANBE https://t.co/rD895T8ONF",1172.0,353385.0,2.56,30.0,8.0,8.0,7.0,3.0,0.17,2.0,10.0,12.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,86.0,1
2023-06-29 14:09:00,Photo,Damilare Oyekanmi,"Safeguard the well-being of your team members and unlock a brighter future for your employees. Take the first step by reaching out to us at insure@stanbicibtc.com or call 01 277 0394. 
#ITCANBE https://t.co/P3ExRcujFD",1052.0,347775.0,2.57,27.0,10.0,10.0,5.0,3.0,0.0,0.0,9.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0
2023-06-29 12:11:00,Photo,Damilare Oyekanmi,"Repeat these words of affirmation and manifest your financial dreams into reality.🙏🏽 
#ITCANBE https://t.co/f9xBDpoZZz",1942.0,348192.0,2.32,45.0,11.0,11.0,9.0,6.0,0.1,2.0,16.0,18.0,8.0,0.0,4.0,4.0,1.0,1.0,0.0,8.0,1
2023-06-29 10:13:00,Video,Damilare Oyekanmi,"We still haven’t gotten over the Reward4Saving 2.0 winning moments. 💃🏽 🕺🏽 
Get ready for the upcoming 3.0 promo. To participate, simply deposit N10,000 into a new or existing savings account or @easewallet. 
Let's embark on this savings journey together!  
#ITCANBE https://t.co/tMHUv6qtVm",1200.0,345781.0,2.67,32.0,7.0,7.0,6.0,2.0,0.0,0.0,17.0,17.0,10.0,0.0,5.0,2.0,0.0,0.0,0.0,98.0,0
2023-06-28 21:23:00,Video,Damilare Oyekanmi,"Go ahead, embrace your inner hero, and shield your home with confidence!
#WealthWednesday
#ITCANBE https://t.co/KkDqkbSRsv",1588.0,345393.0,2.27,36.0,8.0,8.0,7.0,0.0,0.0,0.0,21.0,21.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,112.0,0
2023-06-28 08:47:00,Video,Damilare Oyekanmi,"Wishing you and your loved ones an abundance of blessings during this joyous season.
Eid-el Kabir!
#ITCANBE https://t.co/AFaDqx2OjU",1771.0,346707.0,4.52,80.0,10.0,10.0,12.0,1.0,0.0,0.0,56.0,56.0,37.0,0.0,16.0,3.0,1.0,1.0,0.0,111.0,0
